instruction,input,output
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-02, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:30: Completed POOH. Insert bit was cored-out.
01:30 - 06:00: Ran BOP test tool to wellhead. Tested pipe rams fail safe valves to 20/345 bar tested both annulars to 20/241 bar. Tested on yellow pod. Function tested on blue pod from subsea control room.
06:00 - 06:30: Completed POOH with BOP test tool.
06:30 - 09:00: MU slick BHA for check trip TIH to 752 m.
09:00 - 11:00: Tested 2-tds safety valves 1-kelly cock to 35/345 bar minutes.
11:00 - 14:00: Continued to TIH to 2081 m.
14:00 - 15:30: Established circ at 2500 LPM. Washed down to casing window. Ran through window PU through window without pumping no problems. Circulated at 1500 LPM rotated at 50 RPM ran through window no problem.
15:30 - 16:30: Continued TIH took weight at 2207 m. Reamed from 2207 2245 m tight hole from 2207 2226 m. Had tendency of packing-off. 16300 NM maximum torque experienced.
16:30 - 18:30: Continued TIH washed down last 38 m to TD 2783 m. 0,5 m of fill on bottom.
18:30 - 20:00: Circulated at 2500 LPM 204 bar to clean hole. Worked bit on bottom because of previous bit's condition. Excessive amount of cuttings back during circulation after bottoms up, cavings started to return to surface.
20:00 - 22:30: Increased mud weight from 1,50 SG to 1,54 SG while circulating at 2200 LPM. After 1,54 mud around, increased flow rate to 2500 LPM 210 bar with no losses.
22:30 - 00:00: Flow checked, pumped slug POOH to MU drilling BHA.
","TIH to TD to determine hole's condition. Cavings to surface after bu. Increase mud WT. To 1,54 SG. POOH for drilling BHA."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-03, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:00: With top of dcs 10m below window, circulated bottoms up at 2231 m bit depth. 2000 LPM 127 bar. No unusual amount of cuttings at shakers.
01:00 - 04:30: Continued POOH maximum drag through window 2,25 MT.
04:30 - 06:00: MU new insert bit ehp43afldk MU slick drilling BHA with motor MWD.
06:00 - 11:00: RIH to 2160m. Established circ with 2500 LPM and oriented toolface. Run through window with no rotation or circulation and continued RIH with no problems. Washed last stand to TD.
11:00 - 00:00: Drilled and oriented 8 1/2"" hole from 2783 2970 m.
","RIH. Drilled and oriented 8 1/2"" hole from 2783 3052 m."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-04, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 06:00: Drilled and oriented 8 1/2"" hole from 2970 m 3052 m.
06:00 - 06:30: Drilled 8 1/2"" hole from 3052 3057 m rotating.
06:30 - 09:30: Circulated hole clean boosted riser. Had excessive amount of cuttings over the shakers.
09:30 - 11:30: Made short trip to 2707 m RIH to TD washed down last stand to TD no problems.
11:30 - 12:30: Circulated hole clean boosted riser. Short trip gas 4,38 corrected.
12:30 - 15:00: POOH to 2253 for bit BHA change.
15:00 - 16:30: With top of dcs 10 m below casing window, circulated bottoms up at 2000 LPM. Oriented toolface at 55 degrees pulled through window with no overpull.
16:30 - 19:30: Completed POOH.
19:30 - 00:00: MU new PDC bit with stabilized drilling BHA PU new motor due to wear. TIH to 1270 m.
","Drilled 8 1/2"" hole from 3052-3057 m. Circulated hole clean short tripped to 2707 m no problems on short trip. Circulated tripped for new bit BHA change. Started drilling 8 1/2"" hole."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-05, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 02:00: Continued to TIH to 2135 m.
02:00 - 03:00: Filled drillstring. Circulated at 1985 LPM bar oriented bit to 65 deg. Right RIH through casing window.
03:00 - 04:30: Completed TIH to TD-3057 m. Washed last stand to bottom no fill.
04:30 - 06:00: Took scrs. Increase in gas to 6,9 corrected. Completed circulating bottoms up prior to drilling. Gas decreased to 0,5 Started drilling 8 1/2"" hole at 0546 hrs.
06:00 - 00:00: Drilled 8 1/2"" hole from 3057 3369 m.
","Drilled 8 1/2"" hole from 3057 3379 m. Circulated to reduce hole drag. Drilled from 3379 3390 m."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-06, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:30: Drilled 8 1/2"" hole from 3369 3379 m. Had increasing amount of cavings in returns.
01:30 - 03:30: Circulated until shakers cleaned-up because of increase in hole drag. Boosted riser flushed choke/kill lines. Flow rate 2500 LPM. Note excessive amount of cuttings to surface took 3 bottoms up for shakers to clean-up.
03:30 - 06:00: Drilled 8 1/2"" hole from 3379 3390 m.
06:00 - 17:00: Drilled 8 1/2'' hole from 3390 3494 m.
17:00 - 18:00: Circulated until shakers cleaned up because of increase in torque drag and increase of presence of casings. Boosted riser.
18:00 - 00:00: Drilled 8 1/2'' hole from 3494 3550 m.
",Drilled 8 1/2'' hole from 3390 3573 m. Circulating as required to clean hole
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-07, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 00:30: Drilled 8 1/2'' hole from 3550 3552 m.
00:30 - 02:00: Circulated until shakers cleaned up because of increase in drag in preparation to orient. Boosted riser. Note excessive amount of large casings to surface took 2. 5 x bottoms up for shakers to clean up.
02:00 - 06:00: Drilled 8 1/2'' hole from 3552 3573 m. Unable to steer due to hanging up on stabilizers and frequent stalling problems.
06:00 - 15:00: Drilled 8 1/2"" hole from 3573m to 3632m. Unable to steer to achive target.
15:00 - 17:30: Circ hole clean. Drop carbide, est hole size 10,47 in. Cavings rate at 100 l/hr after circ 1,5 BTM up. Boosted riser.
17:30 - 00:00: Flow check 10 min, OK. Pump slug. POOH. Well slick. Flow check inside shoe and before BHA entered BOP. L/down 1 DC, 2 stabilizers and bit.
",Drill to 3632m. Circ and POOH and change BHA. RIH to shoe and routine cut drilling line.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-08, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 03:30: Made up new bit, set ako to 1,5 degr tilt, unload MWD and m/up new jar and RIH to 1040m.
03:30 - 04:00: Fill drill pipe and test MWD. Fail to get signals from MWD. Re-boot MWD computer and got signals OK.
04:00 - 05:30: Continue RIH to 2160m.
05:30 - 06:00: Slip and cut drilling line.
06:00 - 06:30: Continued to slip and cut 33,5m drilling line.
06:30 - 07:00: Oriented tool face and entercsg window. P/up 4-5 t drag outside window
07:00 - 10:30: RIH to 3612m. Washed down to BTM at 3632m.
10:30 - 14:30: Drill 8 1/2"" hole in oriented mode from 3632 to 3653m. No signals from MWD.
14:30 - 16:30: Circ until shakers cleared up. Boosted riser.
16:30 - 18:30: Flow check, OK. Pump slug. POOH to change MWD.
18:30 - 19:00: Attempt to get communication with MWD without success.
19:00 - 21:00: Pump slug. POOH. Got 15 t drag at 1220m.
21:00 - 21:30: Circ 1,25 BTM up at 1220m. Boost riser. Got fair amount of large size type cavings over shakers.
21:30 - 00:00: Flow check, OK continue POOH and l/down MWD and bit. Start reload new MWD.
",Continue RIH to BTM. Drilled oriented f/3632 3653m. MWD failed to communicate to surface. POOH and changed MWD. RIH to 3085m.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-09, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 00:30: Continue change MWD and load same. M/up new bit.
00:30 - 04:00: RIH to CSG window at 2160m. Tested MWD OK at 1000m.
04:00 - 04:30: Fill pipe and oriented tool face and enter into CSG window without obstructions.
04:30 - 06:00: Continued RIH to current depth 3085m.
06:00 - 08:00: Continued RIH to 3640m. Wash to BTM at 3653m. No fill.
08:00 - 11:30: Drilled 8 1/2"" hole from 3653 3673m. Flow check drilling break at from 3670m 3673m.
11:30 - 12:30: Circ for geologhical samples.
12:30 - 19:00: Continued drilling from 3673m 3724m. Flow check at 3717m.
19:00 - 20:00: Circ for geologhical samples.
20:00 - 00:00: Continued drilling from 3724m 3752m.
",Cont RIH. Orient and drill for corepoint.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-10, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 06:00: Continued drilling f/3752 3783m. Used constant parameters to spot drilling break.
06:00 - 08:30: Drilled 8 1/2"" hole from 3783m 3799m. Drilling break 3796 3799m.
08:30 - 10:00: Circ for geological samples. Boosted riser.
10:00 - 12:30: Continued drilling from 3799m 3810m.
12:30 - 14:00: Circ for geological samples. Boosted riser.
14:00 - 15:30: Continued drilling from 3810m 3820m.
15:30 - 16:00: Circ for geolgical sample.
16:00 - 17:00: Continued drilling from 3820m 3823m.
17:00 - 18:30: Circ hole clean. Boosted riser.
18:30 - 00:00: Flow check, OK. Pump slug and POOH. Hole in good condition.
","Drill for core point, negative result. POOH, change bit, function test BOP. Continued RIH."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-11, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:30: Continued POOH to surface.
01:30 - 02:00: Changed bit. Set ako to 0,6 degr. Function test shear ram from yellow pod.
02:00 - 02:30: Dump memory on MWD.
02:30 - 03:30: RIH to get BHA below BOP.
03:30 - 04:00: Test BOP functions from yellow pod. All OK.
04:00 - 06:00: Continued RIH to current depth 2004m. Fill pipe, tested MWD at 1000m
06:00 - 09:30: Continued RIH. Break circ and wash last stand to BTM. Circ to clear steel debris off BTM.
09:30 - 12:00: Drilled 8 1/2"" hole from 3823m 3837m. MWD indicate sand at 3822m
12:00 - 14:00: Circ for geological samples.
14:00 - 20:30: Flow check, OK. Pump slug. POOH. Flow checked at 2163m and with BHA below BOP.
20:30 - 21:00: Layed out bit and downloaded MWD.
21:00 - 23:30: Made up 27m corebarrel and PDC corhead.
23:30 - 00:00: Started to RIH with coring BHA.
",Comleted bit change trip and drilled to corepoint at 3837m. Circ with positive hydrocarbons indications. POOH and picked up coring BHA. RIH.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-12, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 04:30: Cont RIH with coring BHA. Fill pipe at CSG window. RIH pass window and pull back into CSG with corebarrel, OK. Cont RIH to 3212m. Work away 15t obstruction at 3008m and 3174m. Did not get correct amount of mud in returns.
04:30 - 05:00: Break circ and filled pipe too early. Float valve not operating correct. Circ 1 string content and got 6. 6 gaspeak from 65m. Flow check, OK.
05:00 - 06:00: Continue RIH. Stood up with 15t at 3287m. Reamed obstruction. Cont RIH and stodd up at 3303m. Currently reaming away obstruction.
06:00 - 16:30: Wash and ream tight hole from 3303 3820m with corebarrel BHA.
16:30 - 18:00: Circulated btms up at 3820m.
18:00 - 20:00: Continued wash and ream tight hole from 3820m 3837m.
20:00 - 20:30: Tag BTM and spaced out. Drop ball and seated same with 14 bar over pressure. Take SCR'S.
20:30 - 00:00: Start coring from 3837-3849m. Stalled out on BTM twice during first 2m coring. Pulled off BTM and re-started.
",Completed reaming to TD. Cut core no 1 m). Currently POOH with core.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-13, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:30: Continued cut core from 3849 3854m. Core jammed, torque dropped off and pressure degreased. Attempt to restart coring, not able to obtain torque on BTM.
01:30 - 06:00: Flow check, OK. Pump slug and POOH. Had 15t over pull at 3278 and 3269m. Flow checked inside CSG window, OK. Cont poh. Current depth at report time, 1244m.
06:00 - 08:30: Continued POOH to surface. Pulled last 400m with restricted speed, 6 min/stand. Flow checked before pulled BHA.
08:30 - 09:30: Retrieved core no 1, 95 recovery.
09:30 - 13:00: Break CH and changed all stabs from 8 15/16"" to 8 3/8"" on core barrel made up core head.
13:00 - 18:00: RIH to CSG window at 2161m. Fill string each 1000m.
18:00 - 19:00: Slip and cut 29,3m drilling line.
19:00 - 22:00: Continued RIH to 3830m. Break circ.
22:00 - 22:30: Ream to BTM 3854m. 2m hard fill. Tag BTM 3 times and spaced out string
22:30 - 23:00: Drop ball and seated same in corebarrel with 17 bar press increase. Take SCR'S.
23:00 - 00:00: Start cut core no 2 from 3854 3858m.
","POOH and laid down core no 1, 95 recovery. Made up corebarrel and RIH and cut core no 2, 3854 3881m. Start to POOH."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-14, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:30: Continued coring from 3858 3881m. Total cut 27m.
01:30 - 02:00: Flow checked, OK. Laid down spacer pup jt. Pump slug.
02:00 - 06:00: POOH. Flow checked inside CSG window, OK. Current depth at report time, 780m.
06:00 - 09:00: Continued POOH with core no 2. Reduced speed last 400m. Held safety brief before pull core barrel to drill floor. Had 20 ppm h2s in corebarrel. Personnel put on protection equipment before start laying down core.
09:00 - 10:30: Retrived core no 2, 100 recovery. MAX 5 ppm h2s when retriving core.
10:30 - 12:30: M/up corebarrel and corehead. Serviced corebarrel.
12:30 - 15:30: RIH to CSG window at 2161m. Break circ each 1000 m.
15:30 - 16:00: Held safety meeting with all personnel with h2s gas, gas procedyres and contingencies.
16:00 - 18:30: Continued RIH to 3876m.
18:30 - 20:30: Circ BTM'S up in order to clean well for gas. MAX peak from previous coring 15,2 Circ gas level down to 0,9
20:30 - 21:00: Rotate and wash to BTM at 3881,5m. Spaced out string.
21:00 - 21:30: Drop ball and seated same in corebarrel with 17 bar press increase. Take SCR'S.
21:30 - 23:00: Cut core no 3 from 3881,5 to 3908,5m.
23:00 - 23:30: Pump out of hole to 3820m. Had 45 t over pull at connection at 3880m. Rotate string and had no excessive torque to break rotation, normal pump pressures indicating geometrical obstruction.
23:30 - 00:00: Circ to clean out coring gas.
","Retrived core no 2, 100 recovery. RIH and cut core no 3. Circ down gas level and poh to current depth 1412m."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-19 A on 1997-08-15, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 02:00: Continued circ BTM'S up. MAX gas from coring 12,75 declined to 2,8
02:00 - 06:00: Flow checked OK. Pump slug and POOH. Flow checked inside CSG window. OK current depth at report time 1412m.
06:00 - 08:30: Continued POOH with core no 3. Flow checked at CSG window and before pulling BHA into BOP.
08:30 - 10:00: Retrieved core no 3. Initial top of core had 80 ppm h2s gas content which dispersed, checks while retrieving were 10 ppm down to 0 ppm. 99,6 core recovery.
10:00 - 11:30: Serviced core barrel and made up corebarrel with innerbarrel.
11:30 - 17:30: RIH to 3820m. Broke circ each 1000m.
17:30 - 18:30: Wash and rotate from 3820 to BTM at 3908,5m.
18:30 - 20:00: Circ BTM'S up in order to clean well for gas. MAX gas 4,5 declined to 1
20:00 - 21:00: Drop ball and space out string. Seated ball in corebarrel with 17 bar pressure increase. Take SCR'S.
21:00 - 23:00: Cut core no 4 from 3908,5 to 3935,5m. MAX gas from coring 9
23:00 - 00:00: Broke core on 3rd attempt holding 16t over pull. Pumped and rotated slowly while pulling back to 3820m.
","Retrieved core no 3. 99,6 recovery. Cut core no 4. Circ down gas gas level and poh to current depth 1195m."
